iShares U.S. Insurance ETF
Inception Date,"May 01, 2006"
Fund Holdings as of,"Mar 31, 2017"
Total Net Assets,"166,263,840.24"
Shares Outstanding,"2,750,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"FAF","FIRST AMERICAN FINANCIAL CORP.","Equity","0.72","39.28","30,555.00","1,200,200.40","1,200,200.40","Financials","B4NFPK4","US31847R1023","New York Stock Exchange Inc."
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Equity","0.69","879.88","1,298.00","1,142,084.24","1,142,084.24","Financials","2339252","BMG9618E1075","New York Stock Exchange Inc."
"THG","THE HANOVER INSURANCE GROUP INC.","Equity","0.66","90.06","12,145.00","1,093,778.70","1,093,778.70","Financials","2020415","US4108671052","New York Stock Exchange Inc."
"PRI","PRIMERICA INC.","Equity","0.54","82.20","10,957.00","900,665.40","900,665.40","Financials","B50K3X8","US74164M1080","New York Stock Exchange Inc."
"CNO","CNO FINANCIAL GROUP INC.","Equity","0.50","20.50","40,455.00","829,327.50","829,327.50","Financials","2657750","US12621E1038","New York Stock Exchange Inc."
"SIGI","SELECTIVE INSURANCE GROUP INC.","Equity","0.48","47.15","16,806.00","792,402.90","792,402.90","Financials","2766173","US8163001071","NASDAQ"
"PRA","PROASSURANCE CORP.","Equity","0.46","60.25","12,758.00","768,669.50","768,669.50","Financials","2612737","US74267C1062","New York Stock Exchange Inc."
"RLI","RLI CORP.","Equity","0.40","60.02","11,145.00","668,922.90","668,922.90","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"ERIE","ERIE INDEMNITY CO. CL A","Equity","0.40","122.70","5,382.00","660,371.40","660,371.40","Financials","2311711","US29530P1021","NASDAQ"
"MCY","MERCURY GENERAL CORP.","Equity","0.39","60.99","10,638.00","648,811.62","648,811.62","Financials","2578464","US5894001008","New York Stock Exchange Inc."
"AGII","ARGO GROUP INTERNATIONAL HOLDINGS","Equity","0.35","67.80","8,634.00","585,385.20","585,385.20","Financials","2499543","BMG0464B1072","NASDAQ"
"AFSI","AMTRUST FINANCIAL SERVICES INC.","Equity","0.35","18.46","31,472.00","580,973.12","580,973.12","Financials","B1H4YP4","US0323593097","NASDAQ"
"KMPR","KEMPER CORP","Equity","0.32","39.90","13,539.00","540,206.10","540,206.10","Financials","B52KRV2","US4884011002","New York Stock Exchange Inc."
"HMN","HORACE MANN EDUCATORS CORP.","Equity","0.30","41.05","11,964.00","491,122.20","491,122.20","Financials","2437112","US4403271046","New York Stock Exchange Inc."
"GNW","GENWORTH FINANCIAL A INC","Equity","0.29","4.12","117,215.00","482,925.80","482,925.80","Financials","B011WL6","US37247D1063","New York Stock Exchange Inc."
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.27","23.63","18,957.00","447,953.91","447,953.91","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"NGHC","NATIONAL GENERAL HOLDINGS CORP","Equity","0.26","23.76","18,473.00","438,918.48","438,918.48","Financials","BJ35QL7","US6362203035","NASDAQ"
"EIG","EMPLOYERS HOLDINGS INC.","Equity","0.22","37.95","9,614.00","364,851.30","364,851.30","Financials","B1Q1RR9","US2922181043","New York Stock Exchange Inc."
"CNA","CNA FINANCIAL CORP","Equity","0.22","44.17","8,201.00","362,238.17","362,238.17","Financials","2204866","US1261171003","New York Stock Exchange Inc."
"MBI","MBIA INC.","Equity","0.20","8.47","39,547.00","334,963.09","334,963.09","Financials","2547044","US55262C1009","New York Stock Exchange Inc."
"AMSF","AMERISAFE INC.","Equity","0.20","64.90","5,148.00","334,105.20","334,105.20","Financials","B0PPHS6","US03071H1005","NASDAQ"
"NAVG","NAVIGATORS GROUP INC.","Equity","0.20","54.30","6,144.00","333,619.20","333,619.20","Financials","2627850","US6389041020","NASDAQ"
"IPCC","INFINITY PROPERTY & CASUALTY CORP.","Equity","0.19","95.50","3,333.00","318,301.50","318,301.50","Financials","2313739","US45665Q1031","NASDAQ"
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.18","1.00","298,210.00","298,209.63","298,209.63","Cash and/or Derivatives","-","US0669224778","-"
"ANAT","AMERICAN NATIONAL INSURANCE CO.","Equity","0.18","118.03","2,509.00","296,137.27","296,137.27","Financials","2028420","US0285911055","NASDAQ"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","Equity","0.15","24.50","10,128.00","248,136.00","248,136.00","Financials","2912374","US91359V1070","New York Stock Exchange Inc."
"JRVR","JAMES RIVER GROUP HOLDINGS LTD","Equity","0.14","42.86","5,432.00","232,815.52","232,815.52","Financials","BT8RWQ5","BMG5005R1079","NASDAQ"
"SAFT","SAFETY INSURANCE GROUP INC.","Equity","0.14","70.10","3,277.00","229,717.70","229,717.70","Financials","2958538","US78648T1007","NASDAQ"
"NWLI","NATIONAL WESTERN LIFE GROUP INC CL","Equity","0.13","304.16","733.00","222,949.28","222,949.28","Financials","BYSPYB3","US6385171029","NASDAQ"
"UFCS","UNITED FIRE GROUP INC","Equity","0.13","42.77","5,191.00","222,019.07","222,019.07","Financials","B4WXG84","US9103401082","NASDAQ"
"FFG","FBL FINANCIAL GROUP INC. CL A","Equity","0.13","65.45","3,254.00","212,974.30","212,974.30","Financials","2329082","US30239F1066","New York Stock Exchange Inc."
"AMBC","AMBAC FINANCIAL GROUP INC","Equity","0.12","18.86","10,271.00","193,711.06","193,711.06","Financials","B7ZKH46","US0231398845","NASDAQ"
"OB","ONEBEACON INSURANCE GROUP LTD. CL","Equity","0.08","16.00","7,957.00","127,312.00","127,312.00","Financials","B1GN3G6","BMG677421098","New York Stock Exchange Inc."
"USD","USD CASH","Cash","-0.08","100.00","-126,293.00","-126,293.16","-126,293.16","Cash and/or Derivatives","-","-","-"
 
