iShares U.S. Insurance ETF
Inception Date,"May 01, 2006"
Fund Holdings as of,"Jun 30, 2017"
Total Net Assets,"171,861,848.86"
Shares Outstanding,"2,750,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
"WTM","WHITE MOUNTAINS INSURANCE GROUP LT","Equity","0.74","868.63","1,462.00","1,269,937.06","1,269,937.06","Financials","2339252","BMG9618E1075","New York Stock Exchange Inc."
"THG","HANOVER INSURANCE GROUP INC","Equity","0.71","88.63","13,788.00","1,222,030.44","1,222,030.44","Financials","2020415","US4108671052","New York Stock Exchange Inc."
"PRA","PROASSURANCE CORP","Equity","0.62","60.80","17,483.00","1,062,966.40","1,062,966.40","Financials","2612737","US74267C1062","New York Stock Exchange Inc."
"SIGI","SELECTIVE INSURANCE GROUP INC","Equity","0.56","50.05","19,244.00","963,162.20","963,162.20","Financials","2766173","US8163001071","NASDAQ"
"PRI","PRIMERICA INC","Equity","0.51","75.75","11,593.00","878,169.75","878,169.75","Financials","B50K3X8","US74164M1080","New York Stock Exchange Inc."
"ATH","ATHENE HOLDING LTD","Equity","0.50","49.61","17,367.00","861,576.87","861,576.87","Financials","BZ13MZ1","BMG0684D1074","New York Stock Exchange Inc."
"CNO","CNO FINANCIAL GROUP INC","Equity","0.49","20.88","40,455.00","844,700.40","844,700.40","Financials","2657750","US12621E1038","New York Stock Exchange Inc."
"ERIE","ERIE INDEMNITY CLASS A","Equity","0.46","125.07","6,282.00","785,689.74","785,689.74","Financials","2311711","US29530P1021","NASDAQ"
"RLI","RLI CORP","Equity","0.42","54.62","13,101.00","715,576.62","715,576.62","Financials","2719070","US7496071074","New York Stock Exchange Inc."
"MCY","MERCURY GENERAL CORP","Equity","0.40","54.00","12,590.00","679,860.00","679,860.00","Financials","2578464","US5894001008","New York Stock Exchange Inc."
"AGII","ARGO GROUP INTERNATIONAL HOLDINGS","Equity","0.37","60.60","10,500.00","636,300.00","636,300.00","Financials","2499543","BMG0464B1072","NASDAQ"
"KMPR","KEMPER CORP","Equity","0.36","38.60","15,985.00","617,021.00","617,021.00","Financials","B52KRV2","US4884011002","New York Stock Exchange Inc."
"AFSI","AMTRUST FINANCIAL SERVICES INC","Equity","0.34","15.14","38,567.00","583,904.38","583,904.38","Financials","B1H4YP4","US0323593097","NASDAQ"
"HMN","HORACE MANN EDUCATORS CORP","Equity","0.32","37.80","14,542.00","549,687.60","549,687.60","Financials","2437112","US4403271046","New York Stock Exchange Inc."
"EIG","EMPLOYERS HOLDINGS INC","Equity","0.29","42.30","11,790.00","498,717.00","498,717.00","Financials","B1Q1RR9","US2922181043","New York Stock Exchange Inc."
"AEL","AMERICAN EQUITY INVESTMENT LIFE HO","Equity","0.29","26.28","18,957.00","498,189.96","498,189.96","Financials","2191300","US0256762065","New York Stock Exchange Inc."
"CNA","CNA FINANCIAL CORP","Equity","0.28","48.75","9,909.00","483,063.75","483,063.75","Financials","2204866","US1261171003","New York Stock Exchange Inc."
"NGHC","NATIONAL GENERAL HOLDINGS CORP","Equity","0.28","21.10","22,683.00","478,611.30","478,611.30","Financials","BJ35QL7","US6362203035","NASDAQ"
"GNW","GENWORTH FINANCIAL A INC","Equity","0.27","3.77","123,407.00","465,244.39","465,244.39","Financials","B011WL6","US37247D1063","New York Stock Exchange Inc."
"MBI","MBIA INC","Equity","0.25","9.43","46,358.00","437,155.94","437,155.94","Financials","2547044","US55262C1009","New York Stock Exchange Inc."
"NAVG","NAVIGATORS GROUP INC","Equity","0.24","54.90","7,600.00","417,240.00","417,240.00","Financials","2627850","US6389041020","NASDAQ"
"IPCC","INFINITY PROPERTY AND CASUALTY COR","Equity","0.23","94.00","4,220.00","396,680.00","396,680.00","Financials","2313739","US45665Q1031","NASDAQ"
"AMSF","AMERISAFE INC","Equity","0.22","56.95","6,601.00","375,926.95","375,926.95","Financials","B0PPHS6","US03071H1005","NASDAQ"
"ANAT","AMERICAN NATIONAL INSURANCE","Equity","0.21","116.49","3,045.00","354,712.05","354,712.05","Financials","2028420","US0285911055","NASDAQ"
"JRVR","JAMES RIVER GROUP HOLDINGS LTD","Equity","0.20","39.73","8,639.00","343,227.47","343,227.47","Financials","BT8RWQ5","BMG5005R1079","NASDAQ"
"UVE","UNIVERSAL INSURANCE HOLDINGS INC","Equity","0.19","25.20","12,964.00","326,692.80","326,692.80","Financials","2912374","US91359V1070","New York Stock Exchange Inc."
"NWLI","NATIONAL WESTERN LIFE GROUP INC CL","Equity","0.17","319.62","922.00","294,689.64","294,689.64","Financials","BYSPYB3","US6385171029","NASDAQ"
"FFG","FBL FINANCIAL GROUP INC CLASS A","Equity","0.15","61.50","4,182.00","257,193.00","257,193.00","Financials","2329082","US30239F1066","New York Stock Exchange Inc."
"SNC","STATE NATIONAL COMPANIES INC","Equity","0.14","18.38","13,062.00","240,079.56","240,079.56","Financials","BSHYJF8","US85711T3059","NASDAQ"
"UFCS","UNITED FIRE GROUP INC","Equity","0.14","44.06","5,390.00","237,483.40","237,483.40","Financials","B4WXG84","US9103401082","NASDAQ"
"SAFT","SAFETY INSURANCE GROUP INC","Equity","0.13","68.30","3,341.00","228,190.30","228,190.30","Financials","2958538","US78648T1007","NASDAQ"
"USD","USD CASH","Cash","0.13","100.00","215,837.00","215,836.93","215,836.93","Cash and/or Derivatives","-","-","-"
"BLKFDS","BLK CSH FND TREASURY SL AGENCY","Money Market","0.12","1.00","214,371.00","214,370.73","214,370.73","Cash and/or Derivatives","-","US0669224778","-"
"OB","ONEBEACON INSURANCE GROUP LTD CLAS","Equity","0.11","18.23","10,638.00","193,930.74","193,930.74","Financials","B1GN3G6","BMG677421098","New York Stock Exchange Inc."
"AMBC","AMBAC FINANCIAL GROUP INC","Equity","0.10","17.35","10,271.00","178,201.85","178,201.85","Financials","B7ZKH46","US0231398845","NASDAQ"
 
